NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
WESTON GEORGE,CA9611485090,5442.58,4461.06,7056.32,8560.08,8663.14,10764.31,12664.59,10484.55,9860.75,7645.61,7994.97,10505.87,12604.6,12022.32,13844.51,13322.71,15767.72,15056.2,17042.99,17128.15,15566.31,17546.17,16361.52,24577.62,27698.99,29492.06
YAMANA GOLD DEAD - DELIST.04/04/23,CA98462Y1007,17.92,18.45,10.21,4.32,7.71,4.28,6.03,16.33,25.52,28.31,16.59,20.49,23.25,33.61,33.85,19.02,8.8,4.99,7.83,6.91,6.06,8.65,11.25,9.69,13.8,
YELLOW PAGES,CA9855721069,,,,,,,,,,,,,,,111.61,333.69,204.27,168.69,188.92,78.0,60.45,121.07,148.16,178.74,172.87,126.89
OC OERLIKON CORPORATION,CH0000816824,108.82,205.37,197.77,85.48,52.35,142.22,109.4,181.88,524.07,325.55,26.64,26.04,44.27,49.34,85.22,110.98,88.54,70.47,86.91,131.35,103.79,93.43,106.61,97.43,67.99,49.07
SWISS PRIME SITE,CH0008038389,,,60.33,56.45,70.87,79.84,111.25,112.51,152.18,145.41,112.6,162.49,214.72,252.63,283.28,288.65,339.77,321.18,359.4,408.48,389.57,591.45,490.34,499.12,476.16,562.15
SWISSCOM 'R',CH0008742519,125.79,111.65,81.39,93.34,103.78,122.91,137.02,115.67,151.79,154.86,136.33,165.62,221.27,213.84,241.34,324.74,354.7,306.74,287.14,370.84,322.65,437.2,419.76,484.95,505.17,516.0
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,CH0010570759,860.7,825.07,993.14,920.4,942.66,1733.04,2304.38,3253.15,4500.22,5383.92,3485.64,4156.73,5548.89,6540.76,7687.32,10462.02,12249.07,13210.68,12802.46,14384.13,14640.48,19086.56,19958.47,24244.37,24007.27,28194.95
GIVAUDAN 'N',CH0010645932,,,53.72,65.0,83.36,107.69,135.86,149.27,198.78,197.16,161.78,191.75,247.26,246.34,309.45,400.72,522.66,532.04,514.41,687.42,747.11,1065.37,1285.35,1324.08,1098.42,1451.76
ZURICH INSURANCE GROUP,CH0011075394,3584.84,2423.19,2903.84,1073.85,612.28,1072.02,1161.8,1592.44,2006.77,2005.33,1293.33,1827.43,2413.16,2361.48,2799.67,3196.03,3881.25,2604.81,3753.68,4462.16,4689.64,6719.98,6955.0,8475.67,8787.16,9877.61
BASILEA PHARMACEUTICA 'R',CH0011432447,,,,,,,85.59,121.82,207.45,157.39,121.1,64.67,82.6,49.52,56.55,157.87,125.16,79.62,84.74,83.76,57.0,62.49,64.96,51.25,57.75,41.27
NOVARTIS 'R',CH0012005267,3081.75,2114.92,2887.2,2550.62,2550.9,3446.69,3533.59,4120.83,4546.58,3819.49,3379.27,4494.35,4941.75,5160.36,6478.24,7946.59,10143.69,7809.79,8074.81,9581.12,10333.08,13120.94,12808.31,12801.7,13148.65,17525.4
ROCHE HOLDING,CH0012032048,978.66,877.58,749.03,552.65,539.39,853.63,834.94,1255.94,1613.57,1523.38,1105.82,1456.35,1398.45,1760.57,2240.29,3046.04,3005.75,2904.39,2822.85,2843.84,3368.32,4546.21,4604.75,5166.99,4372.19,3849.81
CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH0012138530,866.29,1031.27,1200.08,889.35,530.03,1008.79,1082.91,1617.77,1997.58,1472.49,832.4,1231.58,1436.44,885.42,964.79,1054.65,782.48,553.32,591.13,782.15,520.18,586.76,628.27,451.23,174.77,
ADECCO GROUP,CH0012138605,215.89,348.24,316.84,252.73,138.08,254.88,251.15,269.59,323.71,238.69,185.07,269.83,367.24,279.53,322.62,478.71,458.7,373.09,456.21,516.1,349.12,427.3,485.8,392.5,325.5,389.63
CLARIANT,CH0012142631,270.24,218.09,188.23,96.63,71.84,90.43,99.88,92.95,113.68,48.79,36.29,70.33,119.28,87.8,94.3,136.25,122.81,122.69,141.55,212.99,158.03,187.12,198.44,215.62,173.83,131.51
HOLCIM,CH0012214059,1152.55,1412.4,1541.45,1028.77,772.35,1262.47,1686.15,1960.65,2769.3,2545.37,1259.47,2006.34,2267.04,2004.21,2529.88,2520.19,2487.67,1425.32,2043.8,2237.27,1920.91,2121.84,2459.03,2512.6,2875.85,3821.44
ABB LTD N,CH0012221716,1312.0,2123.65,1684.27,575.85,189.8,528.42,505.42,964.91,1685.82,2138.91,1297.5,1654.94,2283.44,2149.34,2165.98,2705.35,2260.03,2030.37,2782.25,3221.37,2464.67,3242.99,4001.42,4970.7,5121.34,6799.97
THE SWATCH GROUP,CH0012255151,52.53,92.08,108.98,77.25,73.96,130.62,128.66,155.28,244.81,258.89,125.02,257.98,428.89,463.46,608.59,698.59,482.39,404.85,392.82,509.39,327.84,315.2,379.16,365.13,463.31,308.89
KUDELSKI 'B',CH0012268360,4833.01,16964.69,17950.32,7890.8,1844.33,5125.28,5631.28,4612.7,5791.52,2153.09,1479.18,3757.44,3570.97,1520.36,1797.47,2506.56,2016.97,2294.45,3336.71,2295.78,1151.0,1010.71,1002.29,697.63,538.67,288.17
BALOISE HOLDING,CH0012410517,5949.58,5246.02,7245.67,5082.15,1896.42,3360.47,3474.81,4505.66,7938.84,6429.87,5338.93,6584.03,9386.35,7286.22,8665.69,12574.43,14223.08,13583.25,15336.74,19073.68,19458.56,24094.34,23578.51,25099.83,24047.76,24865.21
SONOVA N,CH0012549785,238.02,409.84,770.55,424.33,162.23,501.62,662.2,1004.68,1567.88,1687.97,962.52,2426.6,2694.61,2290.86,2556.82,2921.94,2961.52,2656.1,2907.5,3515.65,4213.69,6076.24,5879.14,8386.43,6393.26,7896.99
LONZA GROUP,CH0013841017,,65.51,68.2,70.1,67.08,62.68,73.93,76.9,116.44,156.41,124.0,92.56,108.57,76.72,86.66,154.93,178.45,231.1,279.37,441.58,486.32,731.2,1115.72,1210.0,1080.59,909.09
VALIANT 'R',CH0014786500,101.45,91.52,105.14,123.96,166.29,230.94,260.53,288.23,355.55,517.36,533.73,599.24,466.43,417.8,322.35,351.17,308.74,410.44,422.67,474.08,457.62,462.51,462.12,498.48,581.71,643.18
SWISS LIFE HOLDING,CH0014852781,368.91,263.65,436.29,170.63,48.1,146.76,124.71,159.07,234.08,207.24,49.9,123.71,172.73,114.23,163.98,250.66,273.21,295.38,386.2,468.2,547.84,724.52,704.11,1012.19,950.43,1204.13
PSP SWISS PROPERTY AG,CH0018294154,,,61.08,59.77,78.47,105.5,126.48,140.14,192.58,185.48,142.68,207.55,284.12,336.44,381.46,380.11,460.19,388.59,438.15,459.83,526.38,794.56,697.98,656.46,714.25,790.13
EFG INTERNATIONAL N,CH0022268228,,,,,,,,67.71,94.94,70.91,32.91,36.38,39.38,24.36,33.0,38.35,30.32,22.71,17.08,31.68,18.86,20.9,24.28,27.4,34.16,51.52
PARTNERS GROUP HOLDING,CH0024608827,,,,,,,,,138.3,149.27,80.58,158.51,238.95,253.43,332.27,350.9,430.24,551.12,824.8,1209.04,1158.22,1626.52,2196.72,2530.38,1873.01,2644.36
SCHINDLER 'R',CH0024638212,891.28,891.22,970.49,878.66,1104.07,1841.31,2346.99,2743.32,4263.07,3706.88,3063.85,4983.73,7951.84,8459.79,11000.7,11102.9,11323.23,12642.81,14970.24,19069.41,17355.19,20874.76,22978.41,22052.66,18553.92,21643.83
KUEHNE UND NAGEL INTERNATIONAL,CH0025238863,114.48,116.48,189.48,162.7,203.98,435.98,682.15,967.66,1444.6,1557.41,1121.95,1754.23,2576.54,2683.71,2502.68,2928.14,3237.49,3228.79,3427.5,4571.78,3628.56,4608.08,6515.98,8210.56,7684.0,10496.13
LOGITECH 'R',CH0025751329,87.81,434.18,397.14,535.3,437.0,631.04,817.94,1030.5,1505.62,1416.78,528.38,808.75,1013.68,447.75,382.24,898.7,869.91,937.1,1849.23,2539.63,2309.72,3010.05,7428.73,5329.42,4024.97,5903.68
GEBERIT 'R',CH0030170408,,99.49,88.62,66.01,92.93,174.92,253.25,315.42,620.38,484.41,385.22,666.53,841.26,885.67,1012.31,1319.75,1557.71,1656.47,2012.88,2196.99,1943.47,2741.95,3208.04,3523.26,3100.3,3196.71
SULZER 'R',CH0038388911,595.73,701.88,720.77,187.82,139.19,302.87,469.77,701.01,1695.35,1217.37,633.9,1071.12,1925.82,1799.15,2290.42,2191.41,1706.49,1392.63,2049.31,2582.8,1834.66,2239.61,2428.65,3021.37,2987.47,3655.37
NESTLE 'N',CH0038863350,1796.18,1619.37,2145.12,2257.26,2048.45,2964.95,2865.13,3251.84,4240.65,4980.47,3917.5,5606.04,6932.57,7796.97,9521.64,10679.16,11248.52,11137.99,11368.14,13245.32,14264.03,18951.25,19383.22,23034.21,21766.21,21196.81
CHUBB,CH0044328745,307.13,195.21,458.69,469.87,340.66,561.0,589.98,708.41,793.53,804.04,616.34,686.72,913.72,1104.12,1301.34,1477.48,1806.91,1841.41,2192.11,2522.56,2283.27,2901.79,2972.84,3817.64,4072.76,4752.51
TRANSOCEAN,CH0048265513,241.43,329.06,463.34,257.68,211.08,252.36,419.31,754.34,731.65,1088.89,532.54,748.84,711.04,459.87,532.33,414.14,195.63,115.45,151.28,108.27,93.78,53.35,39.42,41.55,82.77,55.82
JULIUS BAER GRUPPE,CH0102484968,,,,,,,,,,,,78.13,121.55,105.04,112.43,129.58,134.29,118.32,143.22,205.28,129.91,160.53,211.21,217.99,248.17,204.02
GARMIN,CH0114405324,,,121.88,94.3,143.3,259.85,286.15,315.56,536.1,691.06,191.42,361.83,372.09,533.12,484.98,606.02,736.05,502.25,750.89,993.15,1131.93,1606.17,2060.45,2181.71,1774.35,2247.07
SWISS RE,CH0126881561,3810.39,2806.8,3765.29,3022.2,1973.08,2594.48,2433.73,2576.84,3077.83,2587.69,632.24,1661.12,2356.95,2509.59,3444.98,4487.17,5036.13,5426.42,5945.98,6371.55,6741.33,8566.27,7376.14,9300.99,9391.5,11549.25
COCA-COLA HBC,CH0198251305,,,,,,,,,,,,,,,,153.32,100.13,115.32,138.59,200.49,220.13,252.38,221.49,241.48,175.03,219.11
RICHEMONT N,CH0210483332,350.61,588.85,585.43,431.21,360.72,588.26,732.95,1077.06,1439.04,1379.35,975.69,1978.46,3466.99,3654.88,5017.97,6122.82,5567.72,4321.83,5056.47,6251.45,4816.51,5457.52,7007.51,10606.25,11736.04,11832.19
UBS GROUP,CH0244767585,1343.77,1068.72,1571.74,1199.79,1175.99,2087.55,2392.97,3222.3,3940.65,2382.23,794.25,925.14,1308.12,1020.61,1210.7,1493.62,1293.08,1174.87,1285.26,1609.6,1117.34,1199.41,1461.53,2066.83,2220.01,2902.44
FLUGHAFEN ZURICH,CH0319416936,323.67,252.16,213.87,74.88,33.12,92.5,180.44,273.11,499.4,512.25,314.03,414.8,625.22,600.17,704.31,997.15,1132.23,1286.21,1749.48,2177.14,1652.78,1682.58,1636.81,1767.8,1763.04,2120.43
SIKA,CH0418792922,1019.15,1424.07,1174.07,845.94,1116.35,2121.08,2864.39,4390.34,7859.18,7179.81,4138.2,7339.44,11181.55,11611.47,13410.16,19316.54,19631.59,21169.7,31192.68,48742.47,47308.25,68321.19,103914.79,128260.56,109916.19,106655.85
GEORG FISCHER,CH1169151003,306.75,315.03,268.58,161.47,93.64,223.05,275.4,401.26,737.41,475.82,194.04,320.12,664.71,539.88,552.35,916.48,836.52,927.93,1189.09,2030.6,1271.66,1467.83,2028.34,2187.49,2278.95,2272.88
STRAUMANN HLDG.,CH1175448666,50.29,216.41,344.02,343.92,345.19,812.13,1083.84,1196.89,1379.83,1347.78,756.24,1361.81,1338.89,1010.62,745.44,1182.78,1353.27,1850.42,2430.24,4184.75,4413.57,6192.48,7473.78,9685.83,8798.84,9839.58
DSM FIRMENICH,CH1216478797,,,,,,,,,,,,,,,,,,,,,,,,,,87.75
SGS 'N',CH1256740924,172.45,244.87,213.59,145.65,237.82,462.75,541.61,719.82,926.4,1002.87,870.42,1085.13,1501.6,1761.38,2377.54,2370.64,2075.99,2152.76,2312.3,2933.57,2862.24,3272.37,3853.38,3738.93,3284.71,3306.18
AGUAS ANDINAS,CL0000000035,2.08,3.4,2.92,3.72,2.61,4.68,5.43,6.81,8.66,9.19,7.5,10.55,13.1,17.07,21.95,19.64,19.94,17.89,19.72,26.33,24.89,17.58,13.95,11.03,13.16,16.97
CENCOSUD,CL0000000100,,,,,,,0.23,0.32,0.5,0.56,0.27,0.49,1.0,0.96,0.97,0.43,0.41,0.34,0.5,0.54,0.33,0.23,0.33,0.39,0.43,0.45
LATAM AIRLINES GROUP,CL0000000423,2.45,6.57,5.62,4.36,3.91,13.34,27.58,28.72,54.99,61.64,43.16,81.78,142.67,137.72,128.8,74.64,58.77,28.59,50.12,89.04,63.69,50.06,9.35,1.93,0.7,1.15
INVERSIONES AGUAS METROPOLITANAS,CL0000001256,,,,,,,,0.21,0.27,0.28,0.22,0.35,0.49,0.57,0.77,0.62,0.64,0.61,0.7,0.96,0.83,0.55,0.46,0.34,0.43,0.59
EMPRESAS CMPC,CL0000001314,0.2,0.44,0.32,0.33,0.33,0.72,0.88,1.04,1.45,1.64,0.87,1.82,2.22,1.97,1.89,1.08,1.27,1.15,1.12,1.91,1.9,1.24,1.45,0.98,1.12,1.12
AES ANDES DEAD - DELIST.18/04/24,CL0002694637,3.6,4.57,4.51,3.36,1.34,4.52,4.27,4.96,11.57,12.25,11.06,15.29,18.18,23.36,28.1,20.95,23.93,20.77,17.02,16.72,17.38,12.32,14.84,14.46,14.85,11.35
BANCO ITAU CHILE,CL0002841873,,,,,0.15,0.27,0.28,0.3,0.31,0.37,0.28,0.55,1.19,1.21,1.27,0.99,1.1,0.82,0.89,1.12,1.13,0.57,0.46,0.29,0.32,0.31
ANTAR CHILE,CLP0362E1386,0.12,0.26,0.22,0.25,0.33,0.67,0.79,0.9,1.4,1.84,0.94,1.54,1.71,1.51,1.57,1.16,1.13,0.85,1.12,2.1,1.59,1.08,1.25,1.04,1.16,1.1
BANCO DE CHILE,CLP0939W1081,0.12,0.24,0.23,0.2,0.19,0.35,0.45,0.54,0.66,0.77,0.59,0.97,1.6,1.82,2.12,1.66,1.67,1.59,2.0,3.08,2.96,1.99,2.1,2.05,2.42,2.84
BANCO SANTANDER CHILE,CLP1506A1070,0.17,0.26,0.27,0.27,0.25,0.42,0.52,0.82,0.86,0.85,0.71,1.21,1.77,1.71,1.74,1.24,1.28,1.13,1.54,2.42,2.46,1.62,1.74,1.65,1.53,1.82
COMPANIA CERVECERIAS UNIDAS,CLP249051044,3.18,5.37,4.5,2.91,3.06,5.19,5.96,6.41,8.26,8.86,8.56,10.69,17.0,22.4,26.15,18.42,16.77,18.0,21.53,27.4,28.09,19.02,18.28,18.27,19.03,15.63
CAP,CLP256251073,0.33,0.66,0.43,0.2,0.17,0.68,2.49,4.1,4.96,8.97,5.06,10.5,18.41,16.17,13.92,5.94,1.62,0.94,4.48,6.05,5.32,2.83,6.32,6.54,5.86,5.22
BANCO DE CREDITO E INVERSION,CLP321331116,0.66,1.44,1.13,1.17,1.31,2.91,3.95,4.57,6.14,5.83,4.13,7.77,14.64,15.59,18.98,14.2,12.43,11.09,16.28,24.72,25.05,17.37,17.56,14.86,15.33,15.65
COLBUN MACHICURA,CLP3615W1037,0.39,0.46,0.44,0.5,0.54,1.19,1.1,1.39,2.06,1.5,1.94,2.79,2.87,3.02,3.69,2.57,3.34,2.86,2.32,3.1,3.14,2.21,2.99,2.1,3.65,4.74
EMBOTELLADORA ANDINA SERIES B,CLP3697S1034,0.15,0.21,0.17,0.1,0.11,0.2,0.24,0.28,0.39,0.43,0.35,0.49,0.74,0.85,1.17,0.62,0.52,0.54,0.73,0.99,0.8,0.56,0.6,0.5,0.76,0.81
ENEL GENERACION CHILE,CLP3710M1090,3.97,4.45,3.83,3.06,2.56,4.0,5.95,10.42,13.89,11.97,13.82,18.23,19.7,19.9,21.57,16.53,18.71,17.22,12.67,19.98,15.12,10.25,9.28,5.55,7.32,10.83
EMPRESA NACIONAL DE TELECOMUNICA,CLP371151059,0.37,1.72,1.79,1.38,0.97,1.37,1.95,2.71,4.14,4.75,3.88,4.8,6.07,7.59,8.92,4.92,4.63,4.29,4.96,5.58,4.62,2.98,3.05,2.3,3.43,3.05
ENEL AMERICAS,CLP371861061,10.88,8.73,7.89,4.16,1.7,3.29,4.13,5.89,8.24,7.23,8.21,11.66,11.91,11.03,12.11,8.8,10.49,8.53,11.01,13.96,12.61,13.05,10.78,8.25,9.16,7.63
FALABELLA SACI,CLP3880F1085,0.14,0.37,0.28,0.24,0.23,0.57,0.75,0.91,1.49,1.8,1.1,1.94,3.6,3.52,4.48,2.94,2.72,2.55,3.26,4.24,3.25,1.67,1.54,1.39,1.03,1.08
EMPRESAS COPEC,CLP7847L1080,1.17,3.26,2.14,2.6,2.79,5.92,6.43,7.36,12.12,15.13,8.27,13.68,15.97,15.51,14.89,12.23,11.44,8.45,10.71,17.97,15.04,10.29,12.33,8.99,9.04,8.2
QUINENCO,CLP7980K1070,0.1,0.19,0.12,0.1,0.08,0.15,0.19,0.2,0.26,0.31,0.29,0.43,0.74,0.66,0.77,0.53,0.53,0.47,0.7,0.89,0.8,0.5,0.54,0.83,1.37,1.6
VINA CONCHA Y TORO,CLP9796J1008,4.82,8.28,8.09,6.78,6.65,8.45,15.35,15.06,19.14,19.44,18.72,24.6,25.68,27.14,24.63,24.4,24.26,20.92,21.5,30.3,29.21,24.38,22.91,22.68,19.75,17.02
CHINA VANKE 'A',CNE0000000T2,94.0,150.81,203.71,183.14,149.68,237.69,277.43,379.91,1184.49,3559.07,1669.08,1974.56,1835.09,1753.4,2895.42,1884.82,3170.78,6263.95,5264.98,9560.54,7750.55,7719.21,9062.7,7079.93,5912.69,3177.68
CHINA INTL.MAR.CTRS. (GP.) 'A',CNE000000644,41.12,48.3,69.73,69.11,60.59,80.53,167.62,135.34,368.36,466.1,177.69,319.94,607.27,354.36,376.43,453.04,515.02,371.89,416.71,527.54,315.69,268.99,474.82,579.94,410.0,468.78
SHAI.LJZ.FN&T.ZONE DEV. 'A',CNE0000009S5,21.96,29.13,34.61,27.78,31.02,28.56,17.05,16.24,39.38,58.4,52.06,61.62,49.58,35.56,39.13,57.42,107.2,120.09,120.45,117.16,77.26,79.85,77.44,87.4,82.55,71.26
GUANGDONG ELEC.PWR.DEV. 'B',CNE000000HW5,10.28,20.99,39.33,67.59,60.19,90.43,54.53,55.64,88.21,88.17,44.73,75.05,75.15,58.01,109.05,89.57,117.99,118.29,98.46,87.58,74.31,68.42,75.53,79.17,72.22,67.77
BENGANG STL.PLATES 'B',CNE000000RN3,4.44,8.16,11.79,18.95,20.72,25.01,20.77,23.0,43.29,58.18,24.99,31.21,34.98,22.3,30.4,23.5,28.63,24.91,27.92,34.16,21.22,19.19,13.86,31.13,25.9,23.13
SHAI.ZHENHUA HEAVY IND. 'B',CNE000000SJ9,52.18,70.75,143.6,280.15,246.73,396.91,480.69,1132.39,2688.59,3758.22,1422.77,1667.78,1472.9,994.77,931.33,956.25,1191.92,1123.94,1123.94,1261.19,982.51,886.28,721.48,810.92,784.82,607.01
INNER MONGOLIA YITAI COAL 'B',CNE000000SK7,22.11,26.5,75.95,194.31,154.16,199.76,243.83,389.27,719.21,4506.61,2021.94,4888.61,8372.45,6447.65,7613.27,4229.14,3944.18,2134.57,2867.83,4452.99,3618.08,2469.07,1703.29,3476.07,5973.66,9199.3
YANTAI CHANGYU PION.WINE 'B',CNE000000T59,8.13,10.76,16.56,30.79,25.93,35.83,57.14,130.94,337.89,544.55,274.09,604.33,818.45,782.09,578.32,258.06,372.36,347.88,277.63,303.34,243.0,234.36,254.44,248.0,221.67,159.71
ZTE 'A',CNE000000TK5,22.65,27.61,33.35,37.52,24.56,47.23,61.38,70.39,96.1,191.06,112.17,211.01,199.78,148.95,101.87,140.88,182.93,166.81,167.27,353.58,233.58,429.59,369.47,361.59,315.95,257.28
CHINA EASTERN AIRL. 'A',CNE000000TR0,4.85,6.54,9.76,7.61,8.63,7.96,6.01,4.4,6.6,31.5,10.7,11.83,13.61,8.72,8.18,5.8,10.27,13.3,14.02,18.53,10.63,9.58,10.42,12.94,11.17,7.47
CHINA MERCHANTS BANK 'A',CNE000001B33,,,,,11.15,14.01,12.58,16.59,42.01,98.17,43.4,58.56,53.33,57.17,66.64,53.62,76.42,78.63,97.61,193.66,168.04,201.07,345.89,338.93,247.84,201.03
CHINA MOLYBDENUM 'H',CNE100000114,,,,,,,,,,10.66,4.29,7.46,9.44,5.45,5.86,4.63,7.49,5.39,11.55,25.87,16.79,17.43,28.05,23.14,26.41,25.43
SHANDONG WEIGAO GP MEDICAL POLYMER 'H',CNE100000171,,,,,,,16.52,46.26,215.54,262.7,254.06,518.98,738.59,608.46,613.51,769.96,514.9,426.86,429.1,448.18,586.76,914.7,1361.52,894.76,1243.0,472.31
CHINA CITIC BANK 'H',CNE1000001Q4,,,,,,,,,,8.44,5.9,10.35,10.2,10.95,11.57,8.79,14.38,10.97,13.41,16.4,14.83,13.18,12.2,13.82,14.96,17.68
AIR CHINA 'H',CNE1000001S0,,,,,,,11.13,10.79,22.86,30.9,9.72,26.09,32.4,26.63,28.89,22.07,30.3,20.68,24.71,50.13,36.0,33.39,27.97,29.61,31.6,20.52
ALUMINUM CORPORATION OF CHINA 'H',CNE1000001T8,,,,14.94,13.05,54.61,44.7,81.07,87.51,135.82,46.01,83.28,86.29,43.96,39.88,31.4,38.88,28.22,45.62,54.57,32.83,25.5,28.37,48.91,47.58,43.84
ANGANG STEEL 'H',CNE1000001V4,3.2,5.58,6.41,11.99,15.46,46.79,56.62,79.19,166.42,251.79,142.28,228.32,193.93,110.03,97.98,86.83,102.29,55.9,101.53,152.13,110.22,68.86,79.86,97.59,71.36,37.7
ANHUI CONCH CEMENT 'H',CNE1000001W2,5.31,4.82,4.89,18.56,28.02,98.82,77.0,112.6,232.15,499.88,365.72,432.67,684.14,768.74,889.97,926.26,790.11,458.33,808.98,1310.32,1412.46,1887.84,1675.99,1658.63,1177.34,717.47
ANHUI EXPRESSWAY 'H',CNE1000001X0,5.67,5.29,6.38,13.72,20.03,26.12,43.14,43.3,66.55,68.7,31.28,65.31,82.03,66.08,66.36,58.7,89.09,106.65,103.44,113.92,94.36,92.8,105.61,163.51,178.36,224.12
BANK OF CHINA 'H',CNE1000001Z5,,,,,,,,,14.76,12.04,8.62,14.96,18.0,15.63,18.76,17.07,24.58,18.08,22.54,28.51,25.2,23.47,21.27,26.97,27.78,30.9
BANK OF COMMS.'H',CNE100000205,,,,,,,,20.53,39.81,42.59,26.49,37.5,40.02,38.43,37.87,32.06,44.24,32.25,43.62,50.87,56.01,46.08,41.14,55.86,53.92,58.64
BEJ.CAPI.ARPT.'H',CNE100000221,,12.92,12.64,14.36,14.44,21.28,25.35,34.9,61.97,76.22,31.95,35.86,36.68,34.45,63.24,55.93,69.74,64.31,78.85,115.59,80.61,75.8,63.03,59.93,66.4,26.75
BYD 'H',CNE100000296,,,,,15.13,23.6,25.11,17.85,30.43,55.47,67.06,246.32,162.96,115.14,129.1,169.71,119.32,160.33,196.72,302.66,212.79,207.01,1136.18,1094.19,1104.84,830.07
CHIN.COMMS.CNUT.GP. 'H',CNE1000002F5,,,,,,,,,19.05,40.83,18.09,14.78,13.25,16.47,16.94,13.18,19.48,16.56,24.03,22.2,21.44,15.8,10.59,15.48,13.02,12.21
CHINA CON.BANK 'H',CNE1000002H1,,,,,,,,17.55,26.36,32.3,24.48,35.28,43.99,42.7,45.86,39.8,50.98,39.19,52.4,76.37,68.54,66.41,66.12,72.9,63.04,65.92
COSCO SHIPPING HDG.'H',CNE1000002J7,,,,,,,,12.05,23.15,78.98,22.6,38.86,35.39,22.59,16.61,14.25,15.93,11.62,12.49,17.46,13.66,12.01,32.21,78.88,64.36,83.13
CHINA LIFE INSURANCE 'H',CNE1000002L3,,,,,,15.07,14.88,23.78,67.3,84.04,68.78,97.24,90.39,69.76,75.81,64.54,98.34,56.76,78.31,81.38,65.82,68.04,59.03,53.27,53.8,39.59
CHINA NATIONAL BUILDING MATERIAL 'H',CNE1000002N9,,,,,,,,,25.94,81.49,35.63,50.37,76.96,75.29,100.64,65.72,64.31,27.88,42.12,65.21,56.97,75.34,97.22,111.8,78.78,34.54
CHINA OILFIELD SVS.'H',CNE1000002P4,,,,,13.5,17.61,18.25,31.14,40.22,103.85,50.26,77.98,111.15,104.99,136.14,168.24,102.44,46.07,71.02,80.87,70.16,106.96,96.04,78.6,85.53,67.42
CHINA PTL.& CHM. 'H',CNE1000002Q2,,,8.82,10.11,13.99,32.21,32.14,50.57,70.47,97.52,52.09,68.65,101.72,117.29,114.98,106.34,116.46,86.38,124.05,136.38,152.44,107.43,104.8,127.06,143.47,156.71
CHINA SHENHUA EN.CO.'H',CNE1000002R0,,,,,,,,20.21,34.78,74.45,34.44,60.23,61.46,71.95,64.35,46.68,47.98,27.7,40.2,68.58,62.23,48.15,52.01,87.13,114.39,163.74
COSCO SHIP.EN.TRSP. 'H',CNE1000002S8,3.73,10.98,10.2,12.81,16.95,53.12,66.36,59.84,112.75,199.22,91.83,128.08,101.45,68.31,47.76,59.28,59.09,55.31,51.18,53.6,55.33,43.85,40.23,42.11,112.01,91.65
CHINA SOUTHERN AIRL.'H',CNE1000002T6,1.75,4.01,6.18,6.71,6.15,9.56,7.68,5.99,9.96,19.34,5.19,10.52,15.55,16.41,19.35,11.15,16.56,18.58,19.72,43.17,25.66,22.11,22.28,24.73,23.95,14.24
CHINA TELECOM 'H',CNE1000002V2,,,,,13.35,26.99,28.0,27.91,34.54,54.87,29.25,32.97,46.09,45.94,45.24,39.65,54.81,42.83,44.49,44.63,52.02,41.4,30.91,44.72,62.88,70.09
DGI.PWG.'H',CNE1000002Z3,6.97,5.38,9.6,13.4,12.84,28.62,30.4,30.05,44.79,59.47,45.5,40.83,33.52,34.76,44.43,41.49,51.23,29.59,33.37,39.5,36.83,25.14,20.32,31.46,30.17,26.13
DONGFANG ELECTRIC 'H',CNE100000304,1.64,2.83,2.21,5.37,6.14,18.74,28.49,63.21,191.16,294.35,108.31,200.97,376.74,267.38,179.52,132.5,191.65,75.08,93.84,82.65,75.95,54.04,98.3,158.76,189.55,107.52
DONGFENG MOTOR GP.'H',CNE100000312,,,,,,,,19.44,35.09,37.78,22.66,77.16,106.21,113.05,96.66,91.91,91.49,76.51,75.05,86.58,78.14,62.69,86.94,80.91,56.07,42.76
GUANGSHEN RAILWAY 'H',CNE100000379,3.96,4.23,5.77,7.08,8.46,14.67,20.02,21.37,34.85,35.2,18.79,23.32,24.64,23.21,27.42,28.21,33.95,30.97,45.92,45.62,31.09,21.57,14.57,14.6,14.09,15.69
HARBIN ELECTRIC 'H',CNE1000003C0,2.0,2.58,2.09,6.2,5.41,13.02,12.21,44.99,62.62,120.63,39.38,41.41,66.24,56.51,50.59,31.24,39.58,20.56,27.91,23.28,31.87,16.37,16.32,22.74,31.45,16.09
HUADIAN POWER INTERNATIONAL 'H',CNE1000003D8,,7.05,10.85,18.05,18.62,30.3,26.71,25.54,33.82,30.12,22.56,24.68,19.79,22.34,39.23,41.61,81.7,62.08,50.17,43.48,58.55,43.5,35.32,58.97,75.13,87.74
INDL&COML.BOC.'H',CNE1000003G1,,,,,,,,,16.98,17.81,13.8,21.62,23.9,23.45,25.55,22.66,28.89,21.51,27.42,40.83,37.67,36.59,34.62,36.57,32.79,34.44
JIANGSU EXPRESSWAY 'H',CNE1000003J5,6.84,5.03,6.4,9.23,15.39,21.37,20.6,31.18,35.11,49.44,37.81,49.56,63.41,63.4,68.17,82.39,89.27,92.54,101.93,123.79,123.88,123.29,112.71,111.44,110.82,118.25
