NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MITSUBISHI ELECTRIC,JP3902400005,3.54,9.34,7.55,3.52,3.01,5.46,6.01,9.46,11.19,10.54,5.53,10.06,15.1,10.93,11.1,15.01,14.52,12.87,19.62,23.82,18.11,21.84,23.7,18.93,18.22,22.24
MITSUBISHI UFJ FINL.GP.,JP3902900004,,,,0.48,0.43,0.62,0.78,1.19,0.99,0.77,0.45,0.45,0.49,0.46,0.56,0.58,0.58,0.48,0.72,0.8,0.6,0.63,0.6,0.85,0.98,1.35
MITSUBISHI MATERIALS,JP3903000002,1.55,3.03,1.94,1.46,1.03,1.73,2.03,5.2,3.79,3.71,2.66,2.47,3.15,3.0,3.05,3.22,3.35,3.21,3.62,3.73,3.09,3.01,2.69,2.19,2.05,2.42
MINEBEA MITSUMI,JP3906000009,1.72,2.15,1.35,0.81,0.63,0.76,0.73,1.06,1.05,1.01,0.69,1.0,1.14,0.88,0.63,1.59,2.99,1.42,2.12,4.38,3.54,4.39,4.96,5.14,4.07,4.5
TOKIO MARINE HOLDINGS,JP3910660004,,,,,0.7,1.32,1.42,1.85,1.87,1.91,1.34,1.43,1.64,1.45,1.65,1.69,2.01,2.09,2.62,2.93,3.28,3.97,3.76,4.7,4.94,6.47
MURATA MANUFACTURING,JP3914400001,49.48,223.64,119.31,62.4,40.23,62.64,58.52,77.23,81.23,61.67,49.16,62.62,89.54,74.77,84.23,114.5,143.35,159.55,187.99,193.93,224.21,260.5,394.64,318.57,266.56,280.36
MEIDENSHA,JP3919800007,3.0,2.0,2.23,1.81,1.43,2.96,3.55,5.57,4.93,3.26,3.9,6.64,7.52,5.65,4.84,6.24,4.89,7.01,5.41,6.36,5.23,6.9,8.66,8.18,5.69,7.54
YAKULT HONSHA,JP3931600005,1.19,1.52,2.24,1.69,2.63,3.36,3.9,4.77,6.38,5.61,3.93,6.73,6.27,6.8,8.66,11.0,12.89,10.73,12.99,17.73,15.22,12.39,11.89,12.15,16.9,10.48
LY,JP3933800009,6.33,212.18,56.33,27.54,53.28,198.98,276.11,276.09,146.97,174.43,125.59,147.62,155.46,135.33,172.54,239.09,155.42,172.3,213.13,209.71,132.47,192.26,308.11,251.8,158.87,150.3
YAMAZAKI BAKING,JP3935600001,13.58,9.3,6.56,4.95,5.56,8.85,10.35,8.7,10.93,8.95,14.49,14.1,13.86,15.78,14.06,13.38,17.46,28.62,25.37,24.34,25.16,24.9,23.88,18.87,15.4,32.95
YAMADA HOLDINGS,JP3939000000,2.49,10.73,8.55,6.78,7.39,10.99,15.89,41.45,28.4,33.67,16.23,24.96,26.86,23.92,13.47,13.02,13.53,18.51,20.04,23.51,19.57,22.34,22.19,15.21,16.38,14.2
YAMATO HDG.,JP3940000007,10.69,23.8,15.6,12.29,10.3,10.63,12.45,14.19,12.79,11.47,9.23,11.64,13.72,14.48,14.6,19.3,21.15,20.34,19.37,24.85,25.22,17.91,26.94,22.37,19.67,17.62
YAMATO KOGYO,JP3940400009,1.72,1.39,0.96,1.25,1.53,2.69,4.41,6.96,10.35,12.76,8.53,11.51,12.25,12.01,10.92,11.04,9.81,8.44,11.81,11.62,11.18,10.31,11.59,15.01,18.82,29.63
ASTELLAS PHARMA,JP3942400007,44.28,67.01,53.21,34.04,37.15,47.61,52.83,56.71,64.39,63.86,59.4,60.78,66.32,73.15,92.61,112.69,145.45,136.28,131.35,135.79,156.51,191.5,185.81,195.68,167.09,129.71
YAMAHA,JP3942600002,2.64,1.8,2.76,1.83,2.92,4.97,4.26,4.63,5.72,5.48,2.51,3.49,4.12,2.68,2.91,4.08,4.81,8.67,8.76,13.31,16.41,17.97,21.08,16.63,13.99,8.51
YAMAHA MOTOR,JP3942800008,1.79,2.16,2.12,1.84,2.48,3.5,5.01,7.71,9.19,6.36,3.04,4.54,6.06,4.37,4.07,4.37,6.96,6.29,7.48,11.74,8.22,7.72,9.53,10.4,11.36,13.44
USS,JP3944130008,,0.53,0.24,0.29,0.45,0.67,0.83,0.66,0.65,0.62,0.47,0.7,0.94,1.11,1.31,1.65,2.01,1.88,2.28,2.75,2.41,2.56,2.92,2.47,2.55,2.88
UNITIKA,JP3951200009,0.46,0.47,0.49,0.33,0.39,0.73,0.81,1.4,0.97,0.69,0.52,0.58,0.7,0.43,0.43,0.44,0.32,0.3,0.54,0.48,0.32,0.23,0.28,0.19,0.13,0.08
UNI CHARM,JP3951600000,12.11,17.88,11.48,6.34,9.31,12.41,11.82,12.55,14.74,18.05,19.17,26.77,32.82,45.18,45.7,46.68,67.18,48.94,59.58,68.55,83.3,90.48,116.0,102.82,104.04,96.87
YOKOGAWA ELECTRIC,JP3955000009,4.56,7.7,8.11,6.15,6.32,12.95,12.65,18.24,14.5,9.11,4.56,7.93,8.83,10.03,10.99,15.14,10.92,11.68,17.05,21.72,20.73,20.41,25.57,18.99,20.7,23.79
RAKUTEN GROUP,JP3967200001,,,0.26,0.16,0.25,1.26,2.82,2.36,1.34,1.12,1.53,2.12,2.39,2.8,2.48,4.18,3.89,2.8,2.68,2.38,2.05,2.23,2.94,2.4,1.46,1.22
RICOH,JP3973400009,6.73,13.4,13.93,12.17,11.82,14.34,14.38,14.03,17.1,12.2,10.45,12.2,11.39,7.17,10.23,11.25,9.25,10.42,9.05,10.86,11.57,12.81,10.01,10.05,9.3,10.71
RINNAI,JP3977400005,0.78,0.8,0.68,0.69,0.89,1.04,1.09,1.21,1.3,1.44,1.71,2.25,3.0,3.21,3.22,3.67,3.48,4.48,4.2,4.48,3.34,3.66,5.46,4.59,3.99,3.56
LAWSON DEAD - DELIST.24/07/24,JP3982100004,,,0.61,0.36,0.49,0.66,0.74,0.76,0.76,0.74,0.98,1.04,1.14,1.45,1.83,1.82,1.73,2.21,2.02,1.93,1.81,1.79,1.59,1.36,1.31,2.41
ROHM,JP3982800009,4.09,14.52,8.04,6.0,5.18,5.34,4.28,4.73,4.11,3.26,2.53,3.37,3.35,2.54,1.95,2.59,3.17,2.31,3.72,5.74,4.24,4.66,6.26,4.92,5.05,4.62
WACOAL HDG.,JP3992400006,8.64,5.82,6.12,5.59,5.76,6.85,8.89,10.85,9.94,11.73,10.13,9.72,11.89,11.27,9.17,9.45,9.42,11.52,12.48,14.93,13.23,14.92,12.06,10.07,10.6,14.14
YUHAN,KR7000100008,0.49,0.58,0.72,1.19,1.01,1.65,2.6,5.38,5.32,7.1,5.42,5.5,5.58,5.04,6.95,7.74,6.87,11.52,7.59,9.51,10.55,10.27,16.63,14.1,13.14,15.34
CJ LOGISTICS,KR7000120006,0.14,0.29,0.05,0.04,0.03,0.08,0.14,0.38,0.47,0.5,0.34,0.29,0.7,0.5,0.68,0.61,1.16,1.12,0.89,0.82,0.94,0.8,1.06,0.65,0.46,0.71
DOOSAN FUEL CELL,KR7000150003,0.48,0.47,0.27,0.33,0.13,0.19,0.22,0.58,1.18,3.47,1.68,1.82,3.21,3.29,2.61,2.83,2.64,1.65,2.45,2.71,2.94,2.12,1.91,3.33,2.96,3.05
DL,KR7000210005,0.2,0.38,0.24,0.52,0.73,1.88,3.48,4.44,5.34,10.39,2.23,4.04,7.24,6.92,5.42,5.35,3.51,4.54,4.73,4.72,6.22,4.92,6.24,3.94,3.75,3.66
HANKOOK & COMPANY,KR7000240002,0.99,1.27,0.8,1.04,1.29,3.78,6.35,6.89,8.98,9.31,5.8,11.07,15.83,24.38,18.45,26.87,29.53,19.84,23.27,23.97,19.55,15.6,27.81,17.25,17.21,24.03
KIA CORPORATION,KR7000270009,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.04,0.03,0.02,0.05,0.16,0.18,0.14,0.16,0.13,0.12,0.11,0.11,0.11,0.12,0.33,0.24,0.23,0.34
SK HYNIX,KR7000660001,0.1,0.16,0.03,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.04,0.05,0.05,0.03,0.05
EUSU HOLDINGS,KR7000700005,0.35,0.33,0.19,0.35,0.52,1.74,1.97,2.25,3.21,3.62,1.57,1.57,2.07,1.05,0.68,0.58,2.46,1.47,1.58,1.62,2.03,1.39,1.38,1.42,1.72,1.57
HYUNDAI ENGR.& CON.,KR7000720003,0.17,0.11,0.04,0.01,0.0,0.0,0.01,0.02,0.03,0.04,0.02,0.02,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01
SAMSUNG FIRE & MAR.IN.,KR7000810002,7.51,10.36,7.24,12.45,13.69,17.04,22.58,35.51,56.38,64.54,37.94,48.42,69.76,63.93,67.04,75.54,93.1,92.9,87.15,96.44,97.74,72.06,63.1,79.45,76.9,108.61
HANWHA,KR7000880005,0.13,0.24,0.1,0.12,0.08,0.21,0.73,1.49,2.0,2.95,1.16,2.01,2.71,1.86,1.7,1.9,1.49,1.79,1.92,2.51,1.93,1.27,2.04,1.7,1.55,1.69
CJ,KR7001040005,0.62,2.05,0.77,1.18,0.92,1.67,1.85,3.63,3.21,4.13,1.35,3.2,4.0,4.18,7.21,6.83,10.01,13.44,10.05,9.7,7.48,4.99,6.27,5.04,4.83,6.11
LX INTERNATIONAL,KR7001120005,0.18,0.29,0.16,0.26,0.37,0.69,0.99,2.54,2.41,1.81,1.28,2.44,3.81,5.35,4.28,2.79,3.9,3.04,3.39,2.91,1.75,1.26,2.91,2.92,3.73,3.1
DONGKUK HOLDINGS,KR7001230002,0.07,0.06,0.04,0.08,0.1,0.22,0.56,0.57,0.71,1.4,0.65,0.61,1.15,0.72,0.41,0.41,0.22,0.18,0.45,0.45,0.32,0.19,0.31,0.56,0.48,0.44
TAIHAN ELECTRIC WIRE,KR7001440007,0.21,0.42,0.19,0.4,0.33,0.46,0.92,1.84,2.55,5.06,1.36,1.65,0.88,0.37,0.08,0.04,0.03,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0
SK NETWORKS,KR7001740000,0.16,0.69,0.38,0.28,0.35,0.08,0.08,0.06,0.14,0.08,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03
ORION HOLDINGS,KR7001800002,0.23,0.75,0.32,0.92,1.25,1.55,3.29,6.58,7.54,6.35,3.0,5.75,10.38,15.7,24.74,22.79,26.99,23.91,16.69,14.71,10.38,8.53,8.44,8.45,8.99,8.7
KCC,KR7002380004,0.33,0.65,0.55,1.46,1.47,1.48,2.71,3.74,5.36,8.22,4.09,5.82,6.22,6.32,5.5,9.89,10.71,8.21,6.61,8.34,7.08,5.04,5.26,9.97,5.92,6.3
AMOREPACIFIC GROUP,KR7002790004,0.65,0.87,1.12,4.64,3.81,7.55,10.78,17.21,14.65,12.36,5.61,9.01,14.91,19.44,34.12,39.93,104.96,123.93,98.33,109.33,54.43,54.56,52.33,33.3,32.6,21.31
KUMHOE&C,KR7002990000,0.75,0.35,0.18,0.26,0.22,0.31,2.3,2.92,2.95,6.15,1.64,0.66,0.51,0.23,0.1,0.05,0.13,0.04,0.04,0.05,0.07,0.05,0.05,0.06,0.04,0.03
YUANTA SECURITIES KOREA,KR7003470002,0.04,0.03,0.02,0.02,0.01,0.01,0.03,0.06,0.07,0.13,0.04,0.06,0.06,0.04,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02
HANJIN HVIND.& CON.HDG.,KR7003480001,0.17,0.15,0.1,0.1,0.12,0.23,0.56,1.33,1.85,2.26,0.75,0.71,1.06,0.61,0.48,0.9,0.57,0.35,0.33,0.32,0.23,0.18,0.32,0.27,0.29,0.23
KOREAN AIR LINES,KR7003490000,0.55,0.66,0.43,0.66,0.84,1.19,1.41,2.23,2.9,6.36,2.21,4.14,5.42,4.03,3.33,2.31,3.27,1.6,1.86,2.59,2.55,1.82,3.16,2.94,2.28,2.19
LG,KR7003550001,0.37,1.27,0.42,0.38,0.34,0.47,1.44,2.61,2.42,4.7,2.5,3.99,6.17,5.2,4.64,4.23,4.87,5.12,4.81,6.86,6.26,5.86,8.93,6.71,7.01,8.04
HYUNDAI STEEL,KR7004020004,0.19,0.18,0.12,0.21,0.18,0.47,0.66,1.32,1.86,3.72,1.53,3.53,6.34,5.22,3.86,3.64,3.24,2.25,2.85,2.73,2.54,1.42,2.11,1.93,1.6,1.7
SHINSEGAE,KR7004170007,0.63,1.55,1.49,3.6,4.14,7.06,8.71,15.07,18.73,21.19,10.17,13.47,16.16,12.57,9.37,10.06,7.79,8.86,7.86,15.25,12.08,12.22,10.98,10.72,9.58,7.62
NONGSHIM,KR7004370003,0.98,0.89,0.83,1.51,1.51,4.36,6.14,6.78,6.47,4.78,3.65,4.61,4.64,5.19,6.48,7.1,6.35,10.24,8.35,7.7,6.96,5.58,7.43,8.3,7.83,8.79
LOTTE,KR7004990008,1.11,2.14,1.29,4.83,5.22,6.56,10.85,20.09,20.12,23.46,12.88,15.42,19.27,23.03,23.06,25.77,26.79,31.33,28.99,19.75,15.28,9.95,10.44,8.64,9.79,10.21
LOTTE CHILSUNG,KR7005300009,0.42,0.63,1.02,4.27,5.11,6.24,9.31,11.04,16.32,11.97,6.09,7.0,8.56,11.75,13.58,15.38,16.76,18.48,13.79,15.73,14.76,12.37,13.6,16.52,17.07,12.44
HYUNDAI MOTOR,KR7005380001,0.45,0.64,0.48,0.97,0.94,1.79,2.58,3.91,3.46,3.59,1.87,4.84,8.26,9.76,9.25,10.88,7.74,5.91,6.63,8.11,6.48,6.59,13.46,9.63,8.8,12.14
POSCO HOLDINGS,KR7005490008,0.15,0.36,0.24,0.31,0.35,0.5,0.68,0.89,1.49,2.2,1.2,1.88,1.83,1.6,1.47,1.23,1.15,0.75,1.2,1.76,1.34,1.07,1.38,1.39,1.55,2.24
DB INSURANCE,KR7005830005,0.88,2.14,0.73,1.64,1.2,2.62,5.82,13.55,24.01,35.33,9.58,23.07,38.12,41.14,41.41,50.28,48.3,57.44,58.3,70.04,68.91,43.34,40.59,67.2,71.15,100.59
KOREA LINE,KR7005880000,0.07,0.08,0.03,0.04,0.04,0.28,0.38,0.28,0.7,2.2,0.69,0.46,0.34,0.08,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
SAMSUNG ELECTRONICS,KR7005930003,2.61,8.12,5.48,8.57,8.43,16.66,18.74,27.75,24.1,25.34,15.51,25.52,35.34,39.55,53.12,48.8,52.55,41.25,73.15,92.49,93.05,118.66,181.07,150.91,125.43,146.66
NH INVESTMENT & SECS.,KR7005940002,0.81,1.93,0.6,1.12,0.91,0.68,0.92,1.79,1.98,2.24,1.23,1.36,2.31,1.44,1.34,1.0,1.33,1.06,1.37,1.95,1.83,1.45,1.7,1.71,1.41,1.59
SK DISCOVERY,KR7006120000,0.58,0.52,0.23,0.35,0.26,0.37,0.75,1.36,2.65,3.52,1.48,2.69,3.36,4.01,3.07,3.62,3.51,4.54,3.46,4.84,2.84,2.31,6.81,4.02,3.18,4.41
LS,KR7006260004,0.22,0.63,0.36,0.37,0.35,0.52,1.1,1.59,1.73,4.12,2.74,3.96,4.75,4.07,4.12,4.19,2.42,1.82,3.13,3.87,2.97,2.12,3.86,2.7,3.39,5.0
GS ENGR. & CON.,KR7006360002,0.4,0.63,0.42,1.06,1.28,1.75,3.44,6.34,12.45,20.85,6.2,10.44,14.76,12.66,7.32,3.92,3.7,3.24,3.82,4.34,6.6,4.14,6.06,5.73,3.24,2.17
SAMSUNG SDI,KR7006400006,0.6,0.56,0.68,0.59,0.81,2.27,1.76,1.51,1.13,1.24,0.79,1.81,2.38,2.15,2.17,2.35,2.13,1.4,1.91,2.83,3.83,4.81,12.44,8.55,10.25,5.22
MIRAE ASSET SECURITIES,KR7006800007,1.21,1.2,0.7,0.74,0.37,0.42,0.68,1.78,2.16,3.1,1.47,1.99,3.06,1.73,1.51,1.09,1.41,1.02,1.21,1.49,1.16,1.03,1.54,1.32,1.01,1.23
SAMSUNG ELTO.MECHANICS,KR7009150004,0.34,1.3,0.64,0.69,0.58,0.66,0.47,0.7,0.74,0.89,0.51,1.54,2.37,1.63,1.68,1.21,1.27,0.97,1.01,1.82,2.05,2.4,3.95,3.03,2.55,2.32
HD KOA.SHIPBLDG.& OFFS. ENGR.,KR7009540006,,0.06,0.04,0.04,0.03,0.06,0.1,0.15,0.33,0.79,0.36,0.4,0.98,0.61,0.45,0.46,0.26,0.19,0.3,0.31,0.3,0.26,0.23,0.18,0.17,0.24
HANWHA SOLUTIONS,KR7009830001,0.26,0.43,0.13,0.21,0.19,0.53,0.58,0.79,0.81,1.08,0.39,0.9,2.68,2.07,1.3,1.42,0.91,1.63,1.78,2.41,1.64,1.27,4.07,2.34,3.17,1.82
OCI HOLDINGS COMPANY,KR7010060002,0.06,0.04,0.02,0.05,0.04,0.09,0.12,0.22,0.35,2.01,1.22,1.07,2.54,1.84,1.12,1.34,0.6,0.44,0.57,1.08,0.74,0.39,0.71,0.6,0.61,0.9
LS ELECTRIC,KR7010120004,0.06,0.03,0.01,0.02,0.01,0.04,0.05,0.08,0.1,0.17,0.1,0.2,0.21,0.19,0.18,0.19,0.18,0.11,0.13,0.18,0.16,0.15,0.21,0.15,0.15,0.2
KOREA ZINC,KR7010130003,0.09,0.1,0.06,0.1,0.08,0.15,0.22,0.41,0.61,0.87,0.44,0.98,1.91,2.4,2.47,2.22,2.77,2.76,2.84,3.47,3.11,2.94,3.08,3.88,3.8,3.29
SAMSUNG HEAVY INDS.,KR7010140002,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.09,0.14,0.18,0.12,0.12,0.23,0.21,0.21,0.19,0.11,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.05
HD HYUNDAI MIPO,KR7010620003,0.38,0.26,0.15,0.22,0.13,0.55,2.15,2.93,5.98,9.94,5.17,4.59,8.29,5.28,4.99,7.04,3.34,2.71,2.51,4.43,5.2,3.5,4.09,5.7,5.85,4.99
S-OIL,KR7010950004,0.84,1.13,1.2,2.51,1.91,6.65,12.31,15.11,16.58,19.53,13.08,13.42,30.49,38.6,28.86,21.4,20.04,25.13,27.4,43.11,37.96,26.46,27.17,32.29,30.17,24.32
LOTTE CHEMICAL,KR7011170008,0.15,0.21,0.07,0.19,0.31,0.66,0.65,0.85,1.24,1.44,0.62,1.31,4.68,4.9,3.33,2.92,2.46,3.65,5.2,5.71,4.44,2.98,4.33,3.01,2.63,2.0
HMM,KR7011200003,0.11,0.06,0.02,0.02,0.01,0.09,0.14,0.15,0.23,0.44,0.26,0.28,0.35,0.32,0.21,0.16,0.11,0.03,0.01,0.01,0.01,0.01,0.02,0.04,0.04,0.03
STX,KR7011810009,0.02,0.02,0.02,0.06,0.04,0.08,0.26,0.34,0.69,1.94,0.5,0.47,1.15,0.46,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI MOBIS,KR7012330007,0.05,0.06,0.06,0.18,0.23,0.67,0.96,1.2,1.21,1.16,0.81,1.86,3.59,3.82,4.09,4.37,3.42,3.2,3.36,3.58,3.21,3.23,5.29,3.28,2.87,3.02
HANWHA AEROSPACE,KR7012450003,0.31,0.73,0.22,0.25,0.29,0.68,0.5,1.34,2.17,3.15,1.28,3.51,4.92,3.02,3.33,2.88,1.32,1.73,2.31,1.69,1.73,1.76,2.44,2.68,4.3,6.58
HDC HOLDINGS,KR7012630000,0.05,0.07,0.03,0.07,0.06,0.12,0.21,0.51,0.74,0.97,0.36,0.39,0.43,0.29,0.29,0.35,0.56,0.53,0.54,0.56,0.33,0.18,0.22,0.14,0.11,0.16
S-1,KR7012750006,0.69,0.72,0.4,0.57,0.78,1.06,1.78,1.73,1.99,2.77,1.64,1.9,2.51,2.71,3.26,4.12,4.15,4.88,4.19,5.3,5.4,4.68,4.7,3.63,3.11,3.11
KOREA ELECTRIC POWER,KR7015760002,0.14,0.17,0.11,0.09,0.09,0.11,0.18,0.27,0.32,0.28,0.15,0.24,0.18,0.18,0.21,0.25,0.28,0.34,0.29,0.27,0.25,0.18,0.18,0.16,0.13,0.14
SAMSUNG SECURITIES,KR7016360000,0.29,0.65,0.44,0.56,0.38,0.41,0.51,0.9,1.01,1.52,0.9,1.08,1.67,1.21,1.11,0.79,1.0,0.74,0.71,0.93,0.8,0.82,1.0,1.08,0.88,1.03
SK TELECOM,KR7017670001,2.98,22.15,12.77,11.69,8.69,11.97,12.13,15.07,16.16,17.01,11.96,12.79,13.59,11.95,17.26,20.67,28.47,20.52,24.15,28.89,30.33,26.37,32.85,39.89,34.28,38.26
COWAY,KR7021240007,,,,0.17,0.19,0.24,0.54,1.01,1.1,1.46,0.84,1.29,1.49,1.61,2.03,3.15,4.12,4.23,4.06,4.78,4.37,4.57,3.82,3.79,2.8,3.0
LOTTE SHOPPING,KR7023530009,,,,,,,,,0.1,0.09,0.03,0.06,0.1,0.08,0.09,0.08,0.06,0.05,0.05,0.07,0.06,0.03,0.04,0.03,0.03,0.03
INDUSTRIAL BANK OF KOREA,KR7024110009,0.06,0.08,0.06,0.12,0.1,0.14,0.2,0.42,0.52,0.5,0.16,0.3,0.44,0.35,0.33,0.35,0.37,0.32,0.39,0.53,0.48,0.36,0.3,0.39,0.39,0.49
SAMSUNG E&A,KR7028050003,0.03,0.03,0.01,0.02,0.01,0.03,0.04,0.15,0.29,0.58,0.25,0.56,1.19,1.23,0.94,0.45,0.23,0.09,0.11,0.14,0.14,0.15,0.12,0.2,0.21,0.18
PANOCEAN,KR7028670008,,,,,,,,,,0.1,0.04,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KT,KR7030200000,0.12,0.43,0.2,0.12,0.14,0.14,0.17,0.18,0.22,0.25,0.14,0.2,0.21,0.17,0.21,0.17,0.17,0.15,0.17,0.18,0.18,0.16,0.16,0.22,0.23,0.26
LG UPLUS,KR7032640005,,,0.08,0.09,0.06,0.05,0.07,0.13,0.2,0.16,0.13,0.13,0.12,0.11,0.17,0.2,0.22,0.16,0.24,0.27,0.31,0.28,0.28,0.29,0.24,0.23
KT & G,KR7033780008,,0.06,0.04,0.04,0.05,0.08,0.13,0.23,0.27,0.4,0.29,0.28,0.28,0.37,0.39,0.4,0.44,0.55,0.58,0.63,0.61,0.57,0.55,0.53,0.62,0.62
DOOSAN ENERBILITY,KR7034020008,,,0.06,0.13,0.09,0.14,0.25,0.76,1.11,2.74,1.21,1.63,1.64,1.56,0.91,0.78,0.61,0.35,0.67,0.38,0.28,0.14,0.34,0.49,0.43,0.39
LG DISPLAY,KR7034220004,,,,,,,0.13,0.14,0.1,0.13,0.07,0.1,0.11,0.08,0.09,0.08,0.11,0.06,0.09,0.1,0.06,0.05,0.07,0.06,0.04,0.03
KANGWON LAND,KR7035250000,,,,0.1,0.08,0.1,0.1,0.17,0.19,0.22,0.09,0.13,0.26,0.28,0.33,0.36,0.36,0.41,0.38,0.37,0.4,0.31,0.29,0.3,0.25,0.18
NAVER,KR7035420009,,,,,0.1,0.29,0.41,1.31,1.93,3.26,1.25,1.96,2.53,2.69,2.97,7.89,7.42,5.67,7.93,8.81,6.53,8.9,18.43,15.58,10.05,8.91
KOREA GAS,KR7036460004,,0.07,0.05,0.04,0.08,0.09,0.12,0.13,0.18,0.37,0.17,0.22,0.18,0.18,0.31,0.32,0.21,0.16,0.21,0.22,0.26,0.15,0.15,0.18,0.14,0.12
NCSOFT,KR7036570000,,,0.09,0.19,0.12,0.33,0.37,0.39,0.3,0.25,0.25,0.57,1.02,1.26,0.64,1.0,1.07,1.12,1.49,2.16,2.39,3.33,5.15,2.69,2.26,0.99
HANWHA OCEAN,KR7042660001,,,0.08,0.14,0.19,0.32,0.49,0.62,0.87,1.03,0.48,0.44,1.02,0.79,0.77,0.9,0.54,0.11,0.12,0.06,0.09,0.06,0.07,0.05,0.06,0.06
HD HYUNDAI INFRACORE,KR7042670000,,,0.06,0.09,0.12,0.46,0.49,0.86,1.39,1.64,0.68,0.98,1.72,1.15,0.9,0.7,0.7,0.21,0.47,0.62,0.5,0.27,0.52,0.42,0.48,0.47
DAEWOO ENGR.& CON.,KR7047040001,,,,0.1,0.07,0.15,0.25,0.44,0.77,0.73,0.28,0.36,0.51,0.41,0.32,0.27,0.25,0.18,0.18,0.2,0.18,0.16,0.22,0.19,0.14,0.12
POSCO INTERNATIONAL,KR7047050000,,,,0.1,0.06,0.21,0.3,1.1,1.23,1.14,0.58,0.97,1.16,0.91,1.07,1.29,0.95,0.48,0.78,0.75,0.68,0.6,0.81,0.73,0.79,1.83
LG H & H,KR7051900009,,,,0.21,0.19,0.21,0.24,0.54,1.11,1.71,1.06,2.15,3.42,3.96,5.0,4.16,5.95,7.52,7.17,9.27,10.61,10.97,14.03,7.92,5.47,2.37
LG CHEM,KR7051910008,,,,0.18,0.3,0.42,0.34,0.49,0.45,0.82,0.58,1.22,2.63,2.59,1.94,1.7,1.44,1.9,1.84,2.7,2.62,2.61,7.43,4.41,4.57,2.96
LG ELECTRONICS,KR7066570003,,,,,0.05,0.09,0.12,0.14,0.11,0.17,0.1,0.16,0.19,0.14,0.12,0.1,0.1,0.09,0.1,0.16,0.11,0.11,0.27,0.2,0.16,0.15
HYUNDAI DEPARTMENT STORE,KR7069960003,,,,,0.06,0.1,0.14,0.39,0.33,0.36,0.17,0.31,0.45,0.64,0.54,0.5,0.47,0.43,0.34,0.37,0.34,0.28,0.3,0.26,0.21,0.2
KOREA INVESTMENT HDG.,KR7071050009,,,,,,0.07,0.21,0.59,0.89,1.1,0.42,0.48,0.86,0.72,0.76,0.71,0.98,0.81,0.88,1.59,1.3,1.35,1.82,1.66,1.33,1.38
STX ENGINE,KR7077970002,,,,,,,0.18,0.4,0.7,1.42,0.43,0.42,0.88,0.43,0.2,0.09,0.09,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.03
GS HOLDINGS,KR7078930005,,,,,,,0.1,0.12,0.15,0.2,0.09,0.15,0.33,0.3,0.32,0.23,0.21,0.24,0.25,0.34,0.29,0.24,0.22,0.23,0.24,0.3
HYUNDAI GLOVIS,KR7086280005,,,,,,,,0.12,0.06,0.12,0.07,0.16,0.3,0.35,0.4,0.45,0.5,0.37,0.3,0.3,0.29,0.29,0.49,0.36,0.34,0.37
HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,,,,,,,,,,0.06,0.03,0.02,0.05,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB FINANCIAL GROUP,KR7105560007,0.08,0.19,0.17,0.33,0.28,0.31,0.36,0.61,0.76,0.59,0.23,0.37,0.49,0.37,0.33,0.34,0.34,0.25,0.44,0.63,0.48,0.44,0.49,0.66,0.61,0.69
AGILE GROUP HDG.,KYG011981035,,,,,,,,15.13,21.35,34.11,12.7,36.65,45.44,35.0,42.89,30.04,21.81,17.94,22.66,71.99,67.72,76.44,78.64,35.99,21.02,5.89
ASMPT,KYG0535Q1331,46.78,208.51,198.29,217.96,263.04,589.83,601.7,776.02,963.03,944.17,579.22,1422.11,2312.88,2579.41,2624.24,1762.91,1942.82,1520.9,2624.39,2839.64,2368.61,3298.76,3584.33,2416.08,2182.83,2975.47
CHINA RESOURCES LAND,KYG2108Y1052,3.89,2.76,5.82,5.32,3.3,5.01,5.71,15.33,30.34,55.27,34.91,56.64,55.05,54.81,86.87,74.69,90.4,81.56,90.75,133.13,147.23,178.95,166.36,216.8,211.94,146.01
